Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
36.9368,24.6979,3.0667,0.2341,0.1282,2.0874,-20.8241,19.1646,2.4152,158.046,g
16.2593,11.537,2.4857,0.6078,0.3676,-0.7078,3.8543,-6.9955,33.4257,218.453,g
33.3772,13.2521,2.5993,0.405,0.2302,-5.5574,-11.8225,11.8099,9.2004,174.63,g
12.8462,11.4618,2.2,0.7319,0.3943,-15.1677,7.1055,-11.115,60.268,47.7054,g
12.9691,10.9907,2.2589,0.7438,0.4601,13.9944,-6.6805,7.972,32.816,132.148,g
18.3117,12.6932,2.437,0.5448,0.3309,1.0374,-8.023,-9.5588,59.809,159.305,g
26.8677,17.3308,2.6735,0.3754,0.2089,9.9795,-19.4317,-6.8842,2.923,217.887,g
25.16,10.4337,2.3191,0.4556,0.2278,14.5512,-18.1403,-4.0287,25.7405,118.281,g
39.6497,18.7087,2.8606,0.2633,0.1371,-27.144,-26.5298,-7.481,3.3533,211.335,g
77.939,20.3214,3.3447,0.1754,0.0943,84.6763,56.1539,-11.3028,2.435,243.344,g
55.4983,26.8202,3.0237,0.1932,0.099,7.1088,50.8975,10.3682,6.216,241.638,g
41.4656,33.6032,3.3477,0.1724,0.1008,20.9647,29.524,12.8534,13.0923,149.933,g
19.0828,12.1891,2.3936,0.5616,0.3374,1.91,-11.6511,9.7901,25.011,109.179,g
73.5568,28.7359,3.4992,0.1353,0.0689,40.5719,70.5185,-15.7186,3.062,171.525,g
36.5987,24.2627,3.2816,0.2322,0.1226,26.5194,28.8116,-16.0361,13.191,105.189,g
12.5969,11.8362,2.1804,0.6997,0.3729,16.0069,-9.323,9.6302,62.6968,62.5545,g
42.4526,15.2802,2.7007,0.3008,0.1863,41.1634,25.7461,-3.4215,11.9391,122.813,g
16.9836,10.7925,2.2553,0.6278,0.4028,0.7126,-4.2068,7.8356,33.7063,126.62,g
42.5838,12.0956,2.5126,0.3932,0.2197,-16.9396,-22.2721,9.0975,2.2868,222.401,g
37.3256,13.9512,2.5781,0.4201,0.2523,33.9763,17.7148,5.3636,9.2321,232.365,g
28.8155,22.3636,2.6314,0.278,0.1437,25.039,12.5494,15.5394,50.306,66.8509,g
69.0482,15.9119,2.9167,0.252,0.1423,-133.608,62.8196,-11.7357,5.638,288.171,g
40.1519,21.0822,2.7785,0.3264,0.2073,18.0661,42.4569,14.6078,27.9849,169.517,g
19.7725,12.5631,2.4108,0.4971,0.2777,-2.705,11.2371,-10.1412,43.561,99.4016,g
42.027,19.8294,2.5378,0.2928,0.1493,10.6125,-21.2785,-11.3906,4.897,118.085,g
19.6449,14.8624,2.5024,0.478,0.2846,2.3679,-10.1323,5.8533,19.405,162.777,g
28.7186,8.0563,2.143,0.554,0.2986,-16.5286,-16.7053,3.5189,21.0694,143.302,g
36.079,13.2636,2.3793,0.4301,0.2317,37.1098,-17.1724,8.4708,26.3559,147.636,g
45.3501,18.3376,2.8182,0.2781,0.174,30.5088,40.2406,9.6225,14.5462,237.883,g
29.669,19.4103,2.5521,0.4011,0.223,-22.4237,-21.0367,-13.4138,12.24,232.553,g
35.4974,13.6935,2.7675,0.4048,0.2143,34.6276,26.5913,-7.2684,17.915,229.756,g
26.3198,9.8805,2.2999,0.4662,0.2331,33.7517,19.4184,7.1373,13.5641,121.658,g
67.0729,22.3921,3.0216,0.4272,0.2383,31.9771,53.4776,21.0589,7.7098,362.946,g
29.0556,6.6593,2.1931,0.5449,0.2917,-36.2142,-15.047,-2.9564,11.7655,72.0769,g
30.2651,13.3288,2.5815,0.5111,0.3526,13.1107,26.6821,4.2471,8.3257,121.183,g
25.161,15.1905,2.7139,0.4232,0.2232,10.9884,-9.4704,-9.3134,0.624,220.899,g
33.9302,15.1474,2.6238,0.4328,0.2295,-8.6904,25.6073,-16.3586,4.7267,178.594,g
111.755,50.1502,3.7825,0.1274,0.0651,97.5641,114.566,-32.5722,8.428,177.431,g
19.5635,9.3726,2.3962,0.6667,0.4438,1.7222,-12.9348,7.2756,15,180.234,g
28.4877,14.3321,2.6656,0.4147,0.2581,15.7454,13.5712,3.8864,5.1525,145.886,g
51.1771,20.5913,3.3264,0.2349,0.1323,11.5448,44.2203,10.4863,1.203,178.254,g
34.1275,15.1769,2.8062,0.2953,0.1539,40.6828,21.9118,9.6661,0.9488,130.314,g
13.0526,10.2315,2.2135,0.789,0.5229,12.3499,6.8819,9.2901,47.2633,215.006,g
37.2101,21.4865,2.8932,0.312,0.172,2.3956,-14.5867,-10.3813,9.381,187.575,g
18.1377,10.5243,2.2041,0.5875,0.3219,22.4127,10.4913,4.1503,63.186,167.928,g
68.9157,7.9361,2.2201,0.5422,0.2741,-75.7325,-31.2334,4.9703,19.048,185.545,g
96.5965,37.0646,3.2999,0.2175,0.111,-45.6339,-82.5645,14.312,4.591,295.128,g
100.226,28.222,3.3769,0.2179,0.1321,-42.0608,-33.4996,-13.6411,4.4376,299.45,g
71.7603,30.3507,3.2045,0.1848,0.0971,47.2419,54.7852,28.4108,2.57,303.346,g
51.4038,10.5155,2.74,0.3167,0.1665,-30.3021,30.738,-10.9315,4.989,240.089,g
13.0293,11.1086,2.081,0.7552,0.4191,14.6498,-5.6726,11.2705,58.1726,200.619,g
19.9279,10.5256,2.3222,0.6524,0.3548,5.9267,-16.4716,2.9613,45.8523,155.375,g
60.5135,21.8754,3.021,0.1963,0.1034,-110.511,36.3348,9.2767,6.909,252.777,g
25.7371,16.4992,2.721,0.4392,0.2519,16.669,23.3348,-8.9524,17.512,152.866,g
30.7607,13.698,2.4616,0.3972,0.2401,21.8286,22.3039,12.3671,2.423,180.545,g
27.1725,11.8155,2.3043,0.4764,0.2457,-21.7514,12.4372,-10.381,75.9321,191.761,g
94.7947,30.5758,3.2155,0.1802,0.0953,6.2878,-31.1087,-17.1446,0.4788,335.399,g
37.0217,14.5127,2.6053,0.3548,0.1873,55.4516,-22.6499,-6.5415,1.1296,192.952,g
37.6518,15.2293,2.8561,0.4805,0.3015,24.9532,37.9769,6.2648,7.803,184.216,g
64.0879,15.0473,2.7084,0.3699,0.2241,54.8803,70.6237,-12.0952,0.27,237.162,g
30.2573,12.6829,2.2304,0.5647,0.3265,18.1574,18.4985,7.175,29.865,153.207,g
95.1033,34.0783,4.0022,0.1101,0.0551,95.1891,90.4024,26.214,0.851,253.539,g
93.3282,15.8857,2.9365,0.2303,0.1163,-56.8434,71.1982,-14.796,4.3552,304.894,g
51.8237,31.4988,2.8774,0.1724,0.0895,92.3153,-40.3148,-23.1875,7.2099,158.941,g
18.6438,10.1183,2.2279,0.5976,0.358,-21.5244,-11.9949,-3.3638,34.186,131.599,g
22.1532,20.2976,2.7955,0.4259,0.2554,-7.754,11.6411,-7.7737,7.5449,177.935,g
30.4306,21.2721,2.9701,0.3192,0.1644,-1.8203,-13.407,-15.461,0.5273,194.829,g
25.9323,17.9622,2.7462,0.3964,0.2377,11.4111,-14.6894,-13.9478,50.082,260.99,g
22.3486,10.7661,2.3032,0.5274,0.2761,15.5004,17.912,8.1003,52.817,132.545,g
17.583,12.3608,2.4338,0.6593,0.3554,14.9332,14.7387,-5.3914,48.9365,183.95,g
106.087,18.9681,2.9225,0.2104,0.1118,91.3772,114.887,-11.0818,2.801,250.174,g
38.3975,21.4591,3.1544,0.2313,0.1174,28.8661,-14.3556,19.1096,18.294,174.417,g
26.986,16.8134,2.5717,0.3834,0.2587,9.5514,19.838,-16.386,19.4692,121.151,g
19.0013,7.4775,2.1287,0.7435,0.4647,-0.686,5.1491,3.8661,43.7141,181.235,g
37.8325,20.1834,2.5587,0.6906,0.4489,8.6316,-29.3001,-21.6315,64.525,379.307,g
20.7334,7.1075,2.0737,0.7342,0.384,-23.1141,-11.7531,5.9262,0.208,211.141,g
22.2351,12.6827,2.3086,0.4668,0.2432,-30.1279,8.9282,9.092,0.427,255.986,g
18.1937,10.4692,2.1818,0.6053,0.3059,-2.8224,9.2821,-5.8067,83.6327,179.854,g
17.9174,10.8499,2.3263,0.5236,0.2712,0.751,-5.9624,3.3192,7.9443,105.688,g
29.1556,12.5696,2.5441,0.5257,0.27,-9.3565,21.4041,10.0929,1.925,216.048,g
48.8922,23.0023,2.7835,0.2173,0.1243,70.161,-8.2962,12.4883,2.0888,121.642,g
40.1618,27.4754,3.034,0.2432,0.1271,23.6484,40.7144,-11.074,43.788,60.336,g
40.8648,21.6582,3.0775,0.2551,0.1284,21.2139,-34.1291,11.8761,0.785,203.58,g
51.9744,13.3012,2.6217,0.399,0.2282,53.4983,47.5338,10.7901,7.673,174.283,g
84.5714,19.5962,3.238,0.2168,0.1136,5.4504,97.1645,9.914,4.2254,192.529,g
38.3309,20.8336,2.946,0.2492,0.1421,-11.0891,20.8178,-12.7723,69.7546,107.047,g
70.7565,39.4608,3.3164,0.1525,0.0895,-56.4029,43.7692,-35.609,7.797,287.001,g
48.1296,26.4801,3.0312,0.2159,0.1196,-46.0463,-25.4663,-6.7554,0.688,215.285,g
58.3354,20.862,3.2316,0.2417,0.1493,51.4594,51.0709,13.4934,3.9671,207.605,g
19.9501,7.3538,2.0846,0.7325,0.4074,-1.7329,8.3658,5.2361,4.317,207.426,g
21.4908,16.7731,2.5058,0.4368,0.2449,11.0038,10.4084,13.5412,62.628,246.336,g
24.4431,7.1007,2.3424,0.7045,0.4568,-11.4103,-11.2916,-4.5861,9.668,171.046,g
31.7269,16.0554,2.4208,0.3378,0.1689,-1.4761,25.355,-14.1313,11.3284,88.985,g
30.3325,23.707,2.7608,0.3469,0.1847,15.1503,29.9378,18.4295,6.8354,45.3717,g
49.0913,32.9026,2.9773,0.1665,0.088,-21.5165,42.5905,-13.9013,7.0683,138.026,g
56.3022,21.8228,3.0312,0.282,0.1698,45.197,42.6022,-11.2161,1.2986,232.56,g
44.3861,20.4092,2.7247,0.262,0.1329,23.3844,38.5473,-10.2673,4.4,219.894,g
22.4471,17.7029,2.4706,0.4061,0.2081,5.3348,9.5615,-12.5984,20.1636,184.781,g
28.8217,17.2907,2.8007,0.3623,0.1859,10.3339,24.6497,7.692,3.879,140.62,g
21.5261,10.2191,2.5447,0.622,0.4322,4.4733,17.9128,-9.1012,16.6298,216.857,g
29.3161,10.8286,2.5038,0.4796,0.268,-37.0756,-14.1434,-3.7394,5.8241,252.06,g
22.7103,17.5142,2.541,0.3683,0.2,-9.0837,9.9208,-15.8225,78.773,140.182,g
32.5359,14.9203,2.6575,0.3322,0.2035,-15.1835,-24.1938,-6.4223,26.551,180.612,g
24.1742,18.2276,2.5397,0.329,0.1659,38.9289,-9.7752,-14.8145,86.932,62.1077,g
35.7638,17.5209,2.4616,0.3592,0.2055,44.3606,23.6972,-15.9917,60.622,78.7201,g
18.0214,10.6734,2.1732,0.5772,0.2919,-23.5479,-9.0283,-4.8682,0.8832,184.309,g
20.6089,7.1467,2.1973,0.7365,0.3778,23.2209,11.468,-5.8253,36.0741,129.046,g
56.6694,17.9775,2.9151,0.2468,0.1283,39.7039,56.5003,-10.8655,16.9157,251.415,g
33.997,15.7447,2.634,0.2927,0.1475,10.549,24.8384,12.0497,3.413,177.897,g
28.4739,21.0753,2.6623,0.2742,0.1425,0.2591,-20.0388,14.8485,28.75,232.186,g
72.7662,27.4074,2.8603,0.3172,0.1759,9.1311,46.7094,16.8484,1.1998,349.763,g
18.7287,10.3512,2.1271,0.5448,0.2873,24.6252,8.0026,-3.8149,46.959,225.653,g
64.1293,22.3318,3.1268,0.1845,0.0952,73.1486,45.3642,17.6934,3.778,268.456,g
36.2476,9.6119,2.4378,0.4088,0.2062,31.4966,24.4564,-5.7635,9.7048,131.254,g
33.9827,23.0086,2.732,0.2836,0.1696,19.0593,-26.3603,11.3051,7.927,122.036,g
26.5358,17.3757,2.6946,0.402,0.2293,27.6417,19.5369,5.7024,11.496,208.413,g
81.2822,14.8174,2.5353,0.3324,0.1735,-70.4742,-11.6602,-5.1315,5.648,268.823,g
65.5959,21.7916,3.0821,0.1929,0.1113,34.6044,35.616,6.5158,3.7884,217.317,g
34.8593,23.2481,2.8627,0.2305,0.1255,-8.6666,25.6259,-9.291,1.858,141.327,g
32.9078,11.7753,2.5185,0.4273,0.253,-1.7654,14.3055,11.1339,6.8937,106.009,g
19.0891,16.0585,2.9287,0.4985,0.3659,0.1031,14.3193,-7.1731,22.732,181.272,g
66.2979,25.2353,3.2718,0.1797,0.0939,19.5458,62.8438,12.729,18.905,239.686,g
19.2551,12.9344,2.3086,0.4963,0.258,15.2034,9.768,-6.4309,9.1317,183.779,g
23.1306,14.9958,2.5971,0.4121,0.2111,-9.3686,2.8332,-7.1182,41.0922,212.261,g
38.5289,26.4492,3.3889,0.2254,0.1448,22.5007,23.0993,-15.6061,0.804,189.437,g
21.8056,0,2.1833,0.8066,0.4426,5.1148,-14.1388,0,55.95,62.714,g
52.0331,14.5713,2.6585,0.3425,0.1767,34.582,38.3681,-11.3898,0.8496,171.977,g
52.735,12.6817,2.6561,0.5563,0.3609,-64.5213,32.0105,11.6103,8.9282,277.766,g
56.5232,13.9445,2.732,0.4004,0.2382,-27.7165,-48.5938,-5.6678,17.637,104.8,g
74.3917,32.0574,3.7889,0.1255,0.0684,49.1721,66.1814,-20.8752,5.7626,217.139,g
19.786,9.496,2.3032,0.597,0.3358,23.8014,10.2753,4.4231,5.495,154.585,g
35.4502,13.8981,2.6138,0.3601,0.1934,32.3638,-20.1988,-8.4313,6.6866,163.675,g
48.267,14.0979,2.4871,0.5179,0.2948,45.2516,45.6978,13.7237,40.3788,132.177,g
33.4604,12.9133,2.3936,0.5535,0.2848,25.359,25.3417,11.0502,3.66,291.803,g
27.4519,9.3877,2.3355,0.5035,0.2794,32.8094,19.8767,-6.1458,31.645,119.201,g
50.741,36.7379,3.8913,0.1335,0.0678,4.3911,39.5033,14.2597,18.85,135.605,g
43.1231,20.8528,2.896,0.2122,0.1061,67.8101,15.3768,-14.3248,10.922,145.513,g
18.5062,10.158,2.2967,0.6061,0.3611,21.2603,12.0872,-3.725,0.3676,177.142,g
95.9509,19.8963,3.0147,0.2175,0.1136,61.7177,105.195,-9.5185,3.7874,199.01,g
19.4348,7.3353,2.1717,0.7744,0.4276,-3.6794,10.0501,-4.3598,60.218,135.999,g
33.4169,18.026,2.8882,0.2652,0.1378,-35.9719,14.7763,-9.0004,15.821,157.306,g
62.152,20.0991,3.0563,0.2486,0.1585,49.2417,59.8704,11.2754,0.5862,231.634,g
17.5738,10.9547,2.2765,0.5608,0.2831,2.4225,-8.4245,-4.1089,23.896,145.02,g
60.4595,21.1343,2.9117,0.2757,0.1808,48.8007,50.9982,15.5546,9.214,287.473,g
21.1516,12.3907,2.2878,0.6495,0.4149,-11.4064,-15.6257,10.6124,21.755,100.137,g
25.2612,22.2631,3.1237,0.2986,0.1516,2.5509,16.5295,7.8636,4.53,62.1155,g
67.4091,28.3873,3.3531,0.1925,0.1005,-34.7103,59.8156,19.0554,1.25,306.06,g
21.5141,15.6067,2.5211,0.4096,0.2214,20.8723,11.4758,-7.4301,10.089,106.854,g
50.1723,14.241,2.7189,0.3075,0.2053,-18.4346,-32.3127,8.9086,33.5365,160.513,g
24.0218,21.6024,2.6812,0.3979,0.2427,19.2313,-17.3996,18.0813,12.615,136.947,g
24.5384,12.9856,2.6498,0.5196,0.2654,-3.2243,18.2453,-3.7343,28.0868,198.539,g
13.2257,10.8071,2.2028,0.7774,0.3918,14.9596,-0.646,11.8949,63.4889,197.707,g
41.4003,17.0668,3.1413,0.2867,0.1593,12.3727,34.3771,8.9352,8.728,179.317,g
27.518,10.6219,2.5453,0.5071,0.255,36.8135,8.5384,6.3812,6.1065,167.716,g
18.3436,9.9863,2.3201,0.6986,0.4569,5.4333,-14.2569,-7.0224,15.6436,123.784,g
30.2859,7.5366,2.2765,0.5556,0.2884,-11.5687,6.1563,-6.0659,3.777,198.194,g
21.185,7.0653,2.266,0.6883,0.355,-24.922,-8.7187,6.2775,60.588,165.157,g
64.6119,21.9114,3.1087,0.2655,0.1382,-34.4541,19.7226,-10.6384,5.402,291.997,g
32.3768,12.0859,2.5244,0.4066,0.2287,11.3552,-24.0635,5.7086,23.3573,206.525,g
21.5433,17.7823,2.5447,0.5221,0.3238,-12.5902,-13.6169,8.6447,38.911,201.804,g
97.9047,42.34,4.0321,0.1185,0.0599,79.9018,99.2544,27.6699,8.181,238.303,g
45.7388,14.8798,3.1654,0.2924,0.1554,42.1786,32.4473,9.2524,5.0177,173.518,g
31.0486,16.6026,2.8267,0.3055,0.1587,-4.54,-17.047,9.7213,19.8899,213.686,g
52.1761,19.9142,2.7828,0.3545,0.1822,55.8272,41.7952,9.486,11.9522,208.072,g
66.7934,29.376,3.022,0.1854,0.0993,-124.258,60.4852,-19.8006,15.777,258.263,g
77.8804,29.8274,3.7988,0.1313,0.0699,18.5903,62.4938,21.6046,2.4966,251.288,g
13.0085,10.5592,2.1775,0.7641,0.5017,12.9303,3.6848,-7.5805,31.3229,101.243,g
34.5434,10.6311,2.6985,0.4004,0.2272,48.8336,7.9539,5.2069,12.0162,151.214,g
31.693,12.2546,2.5296,0.3811,0.1965,-44.9477,11.2136,-9.3705,10.5089,106.191,g
56.5222,20.4612,2.9661,0.2411,0.1238,49.4512,52.2958,-12.639,3.306,288.36,g
25.1784,22.1139,2.6721,0.334,0.1819,2.4741,21.001,17.6159,85.181,279.873,g
57.0031,28.3793,3.1854,0.1716,0.0897,-29.7707,57.2129,-21.8591,29.8,158.234,g
30.5778,16.2932,2.9358,0.4046,0.2301,15.225,-13.3502,-11.6571,5.5419,164.463,g
49.8709,24.565,3.1618,0.2081,0.1209,36.314,41.023,17.54,18.1775,163.349,g
20.7112,7.1883,2.0394,0.7123,0.3607,-1.8892,9.4876,5.9437,21.7911,280.767,g
18.7096,18.0184,2.5283,0.4267,0.2237,4.7676,-12.0674,6.8848,49.4271,170.946,g
24.6949,14.1549,2.534,0.4327,0.2325,-1.8405,-21.2997,-5.1483,1.696,76.7707,g
28.5056,10.4724,2.5126,0.4977,0.2657,-20.8394,-25.5155,8.1676,11.59,158.588,g
18.8614,12.4778,2.4822,0.5931,0.3806,14.5851,15.8814,7.9247,17.8187,237.282,g
25.2099,10.5761,2.4005,0.4732,0.2644,13.9043,19.2371,4.1735,72.391,120.73,g
30.6591,18.6711,2.9798,0.329,0.1692,35.4123,25.9341,-7.4568,13.0647,215.955,g
13.3184,9.929,2.2055,0.8162,0.5078,12.684,7.8602,11.104,42.856,70.596,g
12.6382,11.7899,2.2492,0.7099,0.3577,-15.1386,4.4607,11.4721,67.6997,213.918,g
22.3607,12.3815,2.3253,0.5154,0.2719,-1.331,9.8102,5.5702,23.99,186.33,g
42.423,15.9965,2.7097,0.279,0.161,4.7791,21.3706,7.6462,6.304,210.963,g
25.9214,14.0449,2.6933,0.5025,0.2948,4.897,20.1408,6.2421,9.6072,125.722,g
17.9634,10.2982,2.2765,0.6561,0.3413,21.5137,11.0116,-6.436,37.525,153.134,g
17.1942,15.5105,2.2695,0.6344,0.4005,-1.1558,-12.8796,14.946,64.1895,214.566,g
19.9926,12.0866,2.4354,0.5725,0.3982,16.141,16.3239,9.4374,12.7719,193.893,g
27.4014,11.8757,2.4843,0.4852,0.2443,2.4912,23.6171,11.3589,48.202,223.787,g
13.2009,10.4273,2.3064,0.7901,0.4815,-13.3062,-5.7732,10.8975,40.863,121.953,g
77.2321,23.0616,3.1315,0.1869,0.1156,80.1682,82.7555,-12.8192,6.987,200.019,g
33.3944,16.7128,2.5384,0.3792,0.2098,9.1264,-24.9142,11.4659,2.3935,88.3223,g
81.382,30.4853,3.786,0.1688,0.0862,-56.9508,67.6181,16.2233,2.9274,284.594,g
12.5521,11.8997,2.1156,0.6973,0.364,-15.9732,8.8188,-10.3917,16.706,139.361,g
88.5562,23.4657,3.6856,0.1452,0.0851,74.4441,72.9694,10.4241,0.8794,230.344,g
40.6304,18.4451,3.0706,0.3051,0.1815,-26.0442,-19.4059,10.3706,4.302,200.893,g
33.6236,19.5098,2.5871,0.3001,0.1539,16.4936,24.229,6.9459,21.903,127.376,g
30.1393,12.6966,2.673,0.3524,0.1837,-6.118,9.4996,3.971,24.192,129.904,g
12.5765,11.8613,2.2934,0.6921,0.374,16.2166,-9.9861,7.2229,36.511,90.9553,g
23.908,21.7195,2.8932,0.3402,0.1707,14.983,21.8564,12.4132,18.596,115.998,g
21.0483,17.6112,2.4409,0.4529,0.2373,29.591,-9.6241,14.2623,32.4415,173.549,g
21.2283,11.7792,2.3096,0.6471,0.3309,-19.2114,-20.9541,-9.8108,5.0985,129.562,g
26.4928,10.8712,2.3988,0.5309,0.3453,7.8185,17.3162,-10.0547,44.224,131.449,g
26.089,21.2887,2.637,0.3714,0.2042,-38.0685,-10.0772,-14.9168,10.832,172.685,g
34.4853,15.1329,2.772,0.3669,0.2105,12.245,13.2609,12.5771,4.916,168.707,g
131.487,23.2682,2.8954,0.3079,0.1622,-97.642,-96.0874,-21.7643,2.915,262.948,g
24.1484,13.8484,2.3646,0.4708,0.2441,25.5521,11.9222,4.9203,4.458,258.237,g
22.5539,9.7776,2.2068,0.559,0.2888,-4.0544,16.5945,10.4839,9.215,236.65,g
29.2513,9.5731,2.4836,0.4729,0.2414,26.2465,-23.7278,9.98,20.13,180.921,g
23.7895,10.696,2.3284,0.5962,0.3122,-32.4347,17.3998,-7.1289,14.87,150.927,g
19.9624,10.4757,2.2625,0.6393,0.3634,-5.6003,16.286,6.3857,19.486,176.498,g
72.8104,14.3361,3.096,0.307,0.1607,-54.9261,58.5437,-5.9832,0.644,286.265,g
43.4234,15.0007,2.905,0.3248,0.2383,24.1464,29.5295,-9.5313,5.0326,191.503,g
12.8514,11.4405,2.1569,0.7317,0.4007,-15.137,7.4683,-10.8258,14.6097,196.169,g
34.6851,29.3093,3.2351,0.2351,0.1207,5.6537,23.7164,-10.0661,13.672,131.707,g
82.8786,18.7279,2.7899,0.2514,0.1257,61.3292,96.6087,-11.4585,19.081,147.036,g
60.9046,20.4221,3.1955,0.1874,0.1042,75.238,42.1983,-15.2615,6.978,235.034,g
13.0748,10.8737,2.1123,0.7645,0.4517,-14.0346,4.7986,10.6327,16.258,197.18,g
26.8174,21.0559,2.8597,0.3577,0.2051,9.5747,24.1857,20.7562,88.2338,106.427,g
66.8228,25.6181,3.008,0.3368,0.2185,0.4449,23.2932,22.3862,5.1143,342.284,g
49.5794,15.9478,2.9861,0.2168,0.1172,25.2477,-20.6619,8.9217,3.751,212.226,g
98.8206,33.5086,3.5002,0.1511,0.077,-65.8277,86.5883,-25.9842,9.008,277.138,g
28.3463,13.4075,2.4433,0.5297,0.3009,34.0842,17.2129,-12.7297,6.785,169.642,g
14.7836,12.2496,2.4031,0.668,0.3498,-2.5992,-3.3417,-4.991,50.474,196.532,g
30.9455,13.7934,2.5809,0.357,0.1982,22.9678,18.9405,-10.989,63.926,253.536,g
69.7508,34.8726,3.5986,0.1804,0.0971,-34.6607,43.4377,27.2597,1.9807,295.405,g
19.808,16.5781,2.6503,0.4318,0.2383,-8.5739,-11.6572,9.0275,38.7226,192.469,g
52.221,12.2973,2.6435,0.4523,0.3125,-25.0167,-41.2341,6.56,5.096,185.44,g
89.2164,23.476,2.5403,0.4553,0.2349,-70.9724,-66.3533,17.9769,3.4312,328.92,g
18.6708,16.0295,2.7608,0.4579,0.3131,0.69,-5.2808,6.7573,9.397,150.068,g
42.5751,10.8151,2.567,0.2954,0.1477,-8.3266,-22.6394,4.3417,11.3585,232.055,g
39.3421,20.8675,3.0118,0.2453,0.1299,18.0725,20.3496,-18.3023,1.8662,197.644,g
77.7269,28.5435,3.6814,0.1608,0.0944,-89.29,48.1096,-7.142,5.68,241.255,g
35.552,15.5602,2.7222,0.3848,0.2171,-16.1068,20.6203,11.8772,85.3816,27.794,g
20.5858,7.2402,2.0273,0.7042,0.3709,-1.1138,7.8255,5.8563,23.962,84.7853,g
27.3848,12.1636,2.4778,0.5724,0.2912,18.9417,27.3697,-3.8737,6.383,153.617,g
32.8354,21.1722,2.7948,0.2598,0.1403,20.4435,20.2216,-4.964,10.1619,187.348,g
20.4599,10.355,2.2601,0.5934,0.3544,-5.3638,16.4381,-9.0481,54.01,219.179,g
20.973,9.2866,2.281,0.6283,0.3796,4.2855,-15.3278,-10.5249,6.917,243.768,g
38.5817,20.6407,2.9852,0.2566,0.1392,37.7217,22.0848,12.3099,11.932,192.44,g
21.6779,11.9886,2.4257,0.5553,0.3133,0.9616,-6.9223,-7.1028,17.768,79.6969,g
41.0271,31.7545,2.9881,0.2795,0.1423,-1.3717,32.626,-19.8723,60.962,118.56,g
24.908,20.8785,2.4639,0.3814,0.2045,14.2823,-16.8727,8.1076,0.8302,254.279,g
53.746,26.0975,2.8873,0.2735,0.1458,46.4817,67.4394,12.201,36.8773,49.882,g
24.1267,17.7874,2.841,0.3663,0.2358,8.2591,13.3919,-12.9329,2.425,195.544,g
57.5809,13.5809,2.6684,0.3519,0.177,-20.2155,-54.0283,-4.5258,6.463,219.962,g
18.155,9.9203,2.3522,0.6889,0.3667,20.7872,11.8396,-6.7104,16.0923,187.323,g
38.229,16.5916,2.5308,0.3711,0.19,-56.5835,20.3266,-10.0589,3.7101,101.977,g
22.6202,16.4216,2.42,0.4259,0.2529,12.7134,8.7507,12.0121,36.448,166.491,g
23.5413,10.9386,2.4409,0.6558,0.3569,17.0285,18.9624,-6.908,34.667,188.074,g
40.2341,25.8946,3.0362,0.2042,0.1026,56.4132,-20.9438,-16.2614,6.2066,223.564,g
26.3818,18.8678,2.5533,0.4448,0.2699,27.2783,21.3071,8.2853,33.2311,195.472,g
19.541,7.0622,2.2135,0.8073,0.419,-20.5972,-13.0988,-4.1841,16.6934,111.76,g
78.2925,22.5372,2.9365,0.2546,0.1372,-39.7707,52.6223,-16.6503,0.925,290.377,g
35.9225,14.7049,2.5224,0.3093,0.1607,-5.9833,-17.4181,12.4547,2.969,131.396,g
19.8632,12.3814,2.3253,0.5106,0.2861,-3.1856,11.4313,-10.5833,62.678,96.431,g
58.8125,20.0974,3.2,0.2353,0.124,-94.0913,51.2483,-15.1387,7.244,236.621,g
17.7941,7.4352,2.1945,0.7987,0.5272,2.2155,-4.5237,4.0469,60.197,98.8267,g
36.4436,28.6626,3.1981,0.2351,0.1366,19.1944,26.6066,27.0947,16.04,170.783,g
56.5563,19.5159,2.8085,0.317,0.209,-67.1186,16.3218,-14.762,1.695,273.085,g
38.5465,17.5926,3.2055,0.266,0.133,33.9445,-10.698,-12.5402,3.3209,171.522,g
53.1026,19.5641,3.089,0.3299,0.1723,46.5358,53.4769,-11.1149,6.083,255.59,g
67.4766,29.8525,3.8447,0.1419,0.0809,44.6409,53.1833,8.3472,4.9318,223.58,g
37.2558,17.8501,2.7226,0.3371,0.179,18.8022,37.3022,13.4788,14.8817,155.799,g
56.3489,24.1717,2.9857,0.2842,0.1731,21.0311,50.8783,25.9286,5.928,203.755,g
48.2055,19.7274,3.1973,0.2673,0.1584,33.8679,30.3054,-13.2184,4.199,273.879,g
47.7879,22.1017,2.939,0.1968,0.1064,62.1338,23.9245,-11.1213,8.5086,180.752,g
22.1103,10.2685,2.1931,0.6026,0.3686,21.1955,19.7521,-11.3346,14.836,189.371,g
31.8025,12.3285,2.3502,0.3929,0.2076,-15.7609,-6.2242,-10.7083,9.822,228.486,g
30.2852,14.738,2.683,0.3921,0.2147,10.977,-21.7731,-5.3946,12.395,238.556,g
19.0792,9.998,2.2553,0.5889,0.3083,24.1207,9.164,5.0535,75.0613,202.863,g
12.787,11.5763,2.0473,0.7265,0.3722,-15.1619,5.3573,-11.5712,72.426,126.472,g
38.6408,16.3194,3.0147,0.29,0.1493,17.1576,14.2359,8.4875,5.6601,170.274,g
